actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
248,PT05M14.00S,2023-01-09T02:49:22.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,36,47,2023-01-09T02:49:25Z,2450000,False,0.0,0.0,1,left,O. Okongwu tip DUNK (2 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
249,PT04M58.00S,2023-01-09T02:49:39.0Z,2,REGULAR,2pt,Jump Shot,[],202695,78.49868593955321,49.754901960784316,1610612746,38,47,2023-01-09T02:49:46Z,2460000,False,-1.0,150.0,1,right,K. Leonard 14' pullup Jump Shot (10 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,14.96,Made,,,,,,,10.0,,,,,,,,,,,
250,PT04M45.00S,2023-01-09T02:49:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,31.718134034165573,37.99019607843137,1610612737,38,50,2023-01-09T02:49:58Z,2470000,False,60.0,246.0,1,left,T. Young 25' 3PT pullup (7 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.29,Made,,,,,,,7.0,,,,,,,,,,,
251,PT04M30.00S,2023-01-09T02:50:07.0Z,2,REGULAR,3pt,Jump Shot,[],1626181,68.64323258869908,72.79411764705883,1610612746,41,50,2023-01-09T02:50:12Z,2480000,False,114.0,242.0,1,right,N. Powell 26' 3PT  (5 PTS) (N. Batum 2 AST),"[1626181, 201587]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.78,Made,,,,,,,5.0,N. Batum,201587.0,2.0,,,,,,,,
253,PT04M19.00S,2023-01-09T02:50:19.9Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,41,50,2023-01-09T02:50:25Z,2500000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,203591.0,,,,
254,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],1626181,,,1610612746,41,50,2023-01-09T02:50:35Z,2510000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],203992,,,1610612746,41,50,2023-01-09T02:50:35Z,2520000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,out,[],1631100,,,1610612746,41,50,2023-01-09T02:50:35Z,2530000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],202694,,,1610612746,41,50,2023-01-09T02:50:35Z,2540000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],1627749,,,1610612746,41,50,2023-01-09T02:50:35Z,2550000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M19.00S,2023-01-09T02:50:23.1Z,2,REGULAR,substitution,in,[],1628381,,,1610612746,41,50,2023-01-09T02:50:35Z,2560000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M07.00S,2023-01-09T02:50:51.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202695,86.12023653088042,49.50980392156863,1610612746,41,50,2023-01-09T02:50:54Z,2570000,False,-2.0,78.0,1,right,MISS K. Leonard 7' turnaround Hook,[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
261,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,41,50,2023-01-09T02:50:54Z,2580000,False,,,0,,I. Zubac REBOUND (Off:4 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,260.0,6.0,2.0,4.0,,,,,,,,,,,,
262,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627826,94.40999984741211,50.0,1610612746,41,50,2023-01-09T02:50:58Z,2590000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
263,PT04M04.00S,2023-01-09T02:50:54.3Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,41,50,2023-01-09T02:50:58Z,2600000,False,,,0,,I. Zubac REBOUND (Off:5 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,262.0,7.0,2.0,5.0,,,,,,,,,,,,
264,PT04M04.00S,2023-01-09T02:50:57.7Z,2,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,41,50,2023-01-09T02:51:22Z,2610000,False,,,0,,I. Zubac step out-of-bounds TURNOVER (1 TO),[1627826],1610612746.0,LAC,step,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,2882.0,,,,
265,PT03M51.00S,2023-01-09T02:51:13.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,31.672963206307486,37.01363357843137,1610612737,41,50,2023-01-09T02:51:19Z,2620000,False,65.0,245.0,1,left,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
266,PT03M49.00S,2023-01-09T02:51:15.1Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,41,50,2023-01-09T02:51:19Z,2630000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,,265.0,2.0,2.0,0.0,,,,,,,,,,,,
267,PT03M33.00S,2023-01-09T02:51:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,84.67477003942182,59.31372549019608,1610612746,41,50,2023-01-09T02:52:04Z,2640000,False,47.0,92.0,1,right,MISS T. Mann 10' fadeaway Shot,[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
268,PT03M32.00S,2023-01-09T02:51:31.7Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612737,41,50,2023-01-09T02:51:38Z,2650000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,267.0,3.0,2.0,1.0,,,,,,,,,,,,
269,PT03M28.00S,2023-01-09T02:51:36.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,10.95597897503285,4.901960784313729,1610612737,41,53,2023-01-09T02:52:10Z,2660000,False,225.0,50.0,1,left,D. Hunter 3PT running (7 PTS) (D. Murray 4 AST),"[1629631, 1627749]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,,,7.0,D. Murray,1627749.0,4.0,,,,,,,,
271,PT03M26.00S,2023-01-09T02:51:46.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,41,53,2023-01-09T02:51:46Z,2680000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M12.00S,2023-01-09T02:54:56.2Z,2,REGULAR,2pt,Jump Shot,[],202694,77.44743758212877,59.80392156862745,1610612746,41,53,2023-01-09T02:55:02Z,2690000,False,49.0,159.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Center,16.69,Missed,,,,,,,,,,,,,,,,,,
273,PT03M09.00S,2023-01-09T02:54:59.2Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,41,53,2023-01-09T02:55:02Z,2700000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Center,,,,,272.0,3.0,3.0,0.0,,,,,,,,,,,,
274,PT02M59.00S,2023-01-09T02:55:10.8Z,2,REGULAR,3pt,Jump Shot,[],1629027,37.77513140604468,60.041360294117645,1610612737,41,53,2023-01-09T02:56:19Z,2710000,False,-50.0,303.0,1,left,MISS T. Young 30' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.67,Missed,,,,,,,,,,,,,,,,,,
275,PT02M54.00S,2023-01-09T02:55:15.8Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612737,41,53,2023-01-09T02:55:16Z,2720000,False,,,0,,D. Hunter REBOUND (Off:2 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,274.0,3.0,1.0,2.0,,,,,,,,,,,,
276,PT02M54.00S,2023-01-09T02:55:14.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629631,5.590000152587891,50.0,1610612737,41,55,2023-01-09T02:55:18Z,2730000,False,0.0,0.0,1,left,D. Hunter tip Layup (9 PTS),[1629631],1610612737.0,ATL,tip,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,9.0,,,,,,,,,,,
277,PT02M45.00S,2023-01-09T02:55:27.8Z,2,REGULAR,foul,offensive,[],201587,,,1610612746,41,55,2023-01-09T02:55:44Z,2740000,False,,,0,,N. Batum offensive FOUL (1 PF),"[201587, 1629631]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Hunter,1629631.0
279,PT02M45.00S,2023-01-09T02:55:27.8Z,2,REGULAR,turnover,offensive foul,[],201587,,,1610612746,41,55,2023-01-09T02:55:44Z,2760000,False,,,0,,N. Batum offensive foul TURNOVER (1 TO),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,,,2882.0,,,,
282,PT02M37.00S,2023-01-09T02:55:50.7Z,2,REGULAR,foul,personal,[],201587,,,1610612737,41,55,2023-01-09T02:56:58Z,2770000,False,,,0,,N. Batum personal FOUL (2 PF),"[201587, 1629027]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Young,1629027.0
284,PT02M29.00S,2023-01-09T02:56:16.3Z,2,REGULAR,turnover,lost ball,[],1630168,,,1610612737,41,55,2023-01-09T03:30:28Z,2790000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1629611]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,
285,PT02M29.00S,2023-01-09T02:56:16.3Z,2,REGULAR,steal,,[],1629611,,,1610612746,41,55,2023-01-09T03:30:28Z,2800000,False,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT02M22.00S,2023-01-09T02:56:22.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202695,76.26478318002628,62.254901960784316,1610612746,41,55,2023-01-09T02:59:01Z,2810000,False,61.0,171.0,1,right,MISS K. Leonard 18' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,18.13,Missed,,,,,,,,,,,,,,,,,,
287,PT02M20.00S,2023-01-09T02:56:24.6Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,41,55,2023-01-09T02:56:28Z,2820000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Right Center,,,,,286.0,4.0,3.0,1.0,,,,,,,,,,,,
288,PT02M14.00S,2023-01-09T02:56:30.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,7.539421813403408,50.98039215686275,1610612737,41,57,2023-01-09T02:56:47Z,2830000,False,-5.0,18.0,1,left,T. Young running finger roll Layup (9 PTS),[1629027],1610612737.0,ATL,running finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,9.0,,,,,,,,,,,
289,PT02M06.00S,2023-01-09T02:56:41.9Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612746,41,57,2023-01-09T02:57:08Z,2840000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Leonard 2 FT),"[1630168, 202695]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Leonard,202695.0
291,PT02M06.00S,2023-01-09T02:57:08.7Z,2,REGULAR,freethrow,1 of 2,[],202695,,,1610612746,41,57,2023-01-09T02:57:08Z,2860000,False,,,0,,MISS K. Leonard Free Throw 1 of 2,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT02M06.00S,2023-01-09T02:57:08.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,41,57,2023-01-09T02:57:08Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,
293,PT02M06.00S,2023-01-09T02:57:09.7Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,41,57,2023-01-09T02:57:12Z,2880000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M06.00S,2023-01-09T02:57:09.7Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,41,57,2023-01-09T02:57:12Z,2890000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M06.00S,2023-01-09T02:57:26.2Z,2,REGULAR,freethrow,2 of 2,[],202695,,,1610612746,42,57,2023-01-09T02:57:26Z,2900000,False,,,0,,K. Leonard Free Throw 2 of 2 (11 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
296,PT01M53.00S,2023-01-09T02:57:40.0Z,2,REGULAR,2pt,Jump Shot,[],1628381,21.337056504599218,49.26470588235294,1610612737,42,59,2023-01-09T02:57:47Z,2910000,False,4.0,148.0,1,left,J. Collins 14' turnaround Jump Shot (7 PTS) (T. Young 2 AST),"[1628381, 1629027]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,14.81,Made,,,,,,,7.0,T. Young,1629027.0,2.0,,,,,,,,
298,PT01M38.00S,2023-01-09T02:57:54.2Z,2,REGULAR,2pt,Jump Shot,[],202694,78.89290407358739,35.78431372549019,1610612746,42,59,2023-01-09T02:58:00Z,2930000,False,-71.0,146.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,16.23,Missed,,,,,,,,,,,,,,,,,,
299,PT01M32.00S,2023-01-09T02:58:00.2Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,42,59,2023-01-09T02:58:00Z,2940000,False,,,0,,I. Zubac REBOUND (Off:6 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,298.0,8.0,2.0,6.0,,,,,,,,,,,,
300,PT01M32.00S,2023-01-09T02:58:00.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,44,59,2023-01-09T02:58:04Z,2950000,False,0.0,0.0,1,right,I. Zubac putback Layup (11 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,11.0,,,,,,,,,,,
301,PT01M23.00S,2023-01-09T02:58:12.4Z,2,REGULAR,foul,personal,[],1627826,,,1610612737,44,59,2023-01-09T02:58:22Z,2960000,False,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1628381]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Collins,1628381.0
303,PT01M23.00S,2023-01-09T02:58:17.6Z,2,REGULAR,substitution,out,[],201587,,,1610612737,44,59,2023-01-09T02:58:20Z,2980000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M23.00S,2023-01-09T02:58:17.6Z,2,REGULAR,substitution,in,[],202322,,,1610612737,44,59,2023-01-09T02:58:20Z,2990000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M16.00S,2023-01-09T02:58:36.4Z,2,REGULAR,2pt,Jump Shot,[],1628381,21.94480946123521,59.122242647058826,1610612737,44,59,2023-01-09T02:58:43Z,3000000,False,-46.0,154.0,1,left,MISS J. Collins 16' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,16.04,Missed,,,,,,,,,,,,,,,,,,
306,PT01M13.00S,2023-01-09T02:58:39.4Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,44,59,2023-01-09T02:58:43Z,3010000,False,,,0,,I. Zubac REBOUND (Off:6 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,,,305.0,9.0,3.0,6.0,,,,,,,,,,,,
307,PT01M09.00S,2023-01-09T02:58:43.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202695,68.9060446780552,66.42156862745098,1610612746,47,59,2023-01-09T02:58:57Z,3020000,False,82.0,240.0,1,right,K. Leonard 25' 3PT running pullup (14 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,,,14.0,,,,,,,,,,,
308,PT00M53.70S,2023-01-09T02:59:00.1Z,2,REGULAR,3pt,Jump Shot,[],1628381,27.513140604467807,20.34313725490196,1610612737,47,59,2023-01-09T02:59:04Z,3030000,False,148.0,206.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
309,PT00M50.40S,2023-01-09T02:59:03.4Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,47,59,2023-01-09T02:59:04Z,3040000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,308.0,3.0,2.0,1.0,,,,,,,,,,,,
310,PT00M36.20S,2023-01-09T02:59:20.2Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612746,47,59,2023-01-09T02:59:25Z,3050000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Powell 2 FT),"[1630168, 1626181]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Powell,1626181.0
312,PT00M36.20S,2023-01-09T02:59:48.9Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,48,59,2023-01-09T02:59:48Z,3070000,False,,,0,,N. Powell Free Throw 1 of 2 (6 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
313,PT00M36.20S,2023-01-09T02:59:49.7Z,2,REGULAR,substitution,out,[],1630168,,,1610612746,48,59,2023-01-09T02:59:54Z,3080000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M36.20S,2023-01-09T02:59:49.7Z,2,REGULAR,substitution,in,[],203992,,,1610612746,48,59,2023-01-09T02:59:54Z,3090000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M36.20S,2023-01-09T02:59:58.4Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,48,59,2023-01-09T03:00:01Z,3100000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M36.20S,2023-01-09T02:59:58.4Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,48,59,2023-01-09T03:00:01Z,3110000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M36.20S,2023-01-09T03:00:17.2Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,49,59,2023-01-09T03:00:17Z,3120000,False,,,0,,N. Powell Free Throw 2 of 2 (7 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
318,PT00M31.50S,2023-01-09T03:00:24.9Z,2,REGULAR,3pt,Jump Shot,[],1629027,30.929697766097235,70.09803921568627,1610612737,49,62,2023-01-09T03:01:57Z,3130000,False,-100.0,238.0,1,left,T. Young 25' 3PT pullup (12 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,12.0,,,,,,,,,,,
319,PT00M25.40S,2023-01-09T03:00:35.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,84.28055190538765,96.81372549019608,1610612746,52,62,2023-01-09T03:00:40Z,3140000,False,234.0,95.0,1,right,N. Powell 25' 3PT  (10 PTS) (K. Leonard 3 AST),"[1626181, 202695]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.28,Made,,,,,,,10.0,K. Leonard,202695.0,3.0,,,,,,,,
321,PT00M08.40S,2023-01-09T03:00:59.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,7.013797634691201,53.67647058823529,1610612737,52,64,2023-01-09T03:01:03Z,3160000,False,-18.0,13.0,1,left,J. Collins alley-oop DUNK (9 PTS) (T. Young 3 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,9.0,T. Young,1629027.0,3.0,,,,,,,,
323,PT00M07.10S,2023-01-09T03:01:04.4Z,2,REGULAR,turnover,bad pass,[],202322,,,1610612746,52,64,2023-01-09T03:01:09Z,3180000,False,,,0,,J. Wall bad pass TURNOVER (2 TO),"[202322, 1629631]",1610612746.0,LAC,,,,Wall,J. Wall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Hunter,1629631.0,,,,,
324,PT00M07.10S,2023-01-09T03:01:04.4Z,2,REGULAR,steal,,[],1629631,,,1610612737,52,64,2023-01-09T03:01:07Z,3190000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
325,PT00M05.40S,2023-01-09T03:01:08.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629631,7.539421813403408,49.26470588235294,1610612737,52,66,2023-01-09T03:03:06Z,3200000,False,4.0,18.0,1,left,D. Hunter DUNK (11 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,11.0,,,,,,,,,,,
326,PT00M01.10S,2023-01-09T03:01:12.5Z,2,REGULAR,3pt,Jump Shot,[],202694,72.05978975032852,25.0,1610612746,52,66,2023-01-09T03:01:20Z,3210000,False,-125.0,210.0,1,right,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
327,PT00M01.10S,2023-01-09T03:01:12.5Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,52,66,2023-01-09T03:01:20Z,3220000,False,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,326.0,4.0,4.0,0.0,,,,,,,,,,,,
328,PT00M00.00S,2023-01-09T03:01:22.9Z,2,REGULAR,period,end,[],0,,,1610612737,52,66,2023-01-09T03:01:22Z,3230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-01-09T03:16:12.1Z,3,REGULAR,substitution,out,['startperiod'],202322,,,1610612737,52,66,2023-01-09T03:16:54Z,3240000,False,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-01-09T03:16:12.1Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612737,52,66,2023-01-09T03:16:54Z,3250000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
